state,location,so2,no2,rspm,date,season
Karnataka,Mysore,36.3,32.8,,1996-08-01,Monsoon
Karnataka,Mysore,26.8,22.3,,1996-08-01,Monsoon
Karnataka,Bangalore,11.4,10.7,,1996-08-01,Monsoon
Karnataka,Bangalore,20.5,15.8,,1996-08-01,Monsoon
Karnataka,Mysore,32.3,28.6,,1996-09-01,Monsoon
Karnataka,Mysore,33.0,28.8,,1996-09-01,Monsoon
Karnataka,Bangalore,16.5,32.7,,1996-09-01,Monsoon
Karnataka,Bangalore,13.6,31.3,,1996-09-01,Monsoon
Karnataka,Bangalore,25.6,32.6,,1996-09-01,Monsoon
Karnataka,Mysore,41.6,34.5,,1996-10-01,Monsoon
Karnataka,Mysore,35.2,30.2,,1996-10-01,Monsoon
Karnataka,Bangalore,25.8,23.2,,1996-10-01,Monsoon
Karnataka,Bangalore,16.8,30.1,,1996-10-01,Monsoon
Karnataka,Bangalore,21.1,16.0,,1996-10-01,Monsoon
Karnataka,Mysore,36.0,35.0,,1996-11-01,Winter
Karnataka,Mysore,36.0,33.2,,1996-11-01,Winter
Karnataka,Bangalore,26.4,58.0,,1996-11-01,Winter
Karnataka,Bangalore,17.9,23.1,,1996-11-01,Winter
Karnataka,Bangalore,20.0,18.3,,1996-11-01,Winter
Karnataka,Mysore,35.2,32.5,,1996-12-01,Winter
Karnataka,Mysore,36.3,33.2,,1996-12-01,Winter
Karnataka,Bangalore,21.4,26.6,,1996-12-01,Winter
Karnataka,Bangalore,26.2,21.0,,1996-12-01,Winter
Karnataka,Bangalore,23.2,9.9,,1996-12-01,Winter
Karnataka,Mysore,35.1,34.8,,1997-01-01,Winter
Karnataka,Mysore,38.1,34.7,,1997-01-01,Winter
Karnataka,Bangalore,30.1,18.7,,1997-01-01,Winter
Karnataka,Bangalore,25.9,18.1,,1997-01-01,Winter
Karnataka,Bangalore,20.6,16.0,,1997-01-01,Winter
Karnataka,Mysore,36.1,36.4,,1997-02-01,Winter
Karnataka,Mysore,35.6,37.5,,1997-02-01,Winter
Karnataka,Bangalore,35.3,20.0,,1997-02-01,Winter
Karnataka,Bangalore,32.9,19.0,,1997-02-01,Winter
Karnataka,Bangalore,24.5,14.9,,1997-02-01,Winter
Karnataka,Mysore,34.4,33.6,,1997-03-01,Summer
Karnataka,Mysore,34.4,34.9,,1997-03-01,Summer
Karnataka,Bangalore,,,,1997-03-01,Summer
Karnataka,Bangalore,35.2,23.8,,1997-03-01,Summer
Karnataka,Bangalore,27.0,16.6,,1997-03-01,Summer
Karnataka,Mysore,30.3,37.5,,1997-04-01,Summer
Karnataka,Mysore,29.1,35.7,,1997-04-01,Summer
Karnataka,Bangalore,30.7,18.3,,1997-04-01,Summer
Karnataka,Bangalore,27.8,16.0,,1997-04-01,Summer
Karnataka,Bangalore,26.5,16.4,,1997-04-01,Summer
Karnataka,Mysore,28.5,32.4,,1997-05-01,Summer
Karnataka,Mysore,31.7,32.8,,1997-05-01,Summer
Karnataka,Bangalore,44.4,41.1,,1997-05-01,Summer
Karnataka,Bangalore,28.9,17.8,,1997-05-01,Summer
Karnataka,Bangalore,24.9,15.7,,1997-05-01,Summer
Karnataka,Mysore,29.8,29.6,,1997-06-01,Monsoon
Karnataka,Mysore,31.5,29.6,,1997-06-01,Monsoon
Karnataka,Bangalore,31.6,21.9,,1997-06-01,Monsoon
Karnataka,Bangalore,29.0,17.7,,1997-06-01,Monsoon
Karnataka,Bangalore,25.5,15.4,,1997-06-01,Monsoon
Karnataka,Mysore,25.7,22.7,,1997-07-01,Monsoon
Karnataka,Mysore,26.3,22.6,,1997-07-01,Monsoon
Karnataka,Bangalore,28.0,18.4,,1997-07-01,Monsoon
Karnataka,Bangalore,24.5,15.6,,1997-07-01,Monsoon
Karnataka,Bangalore,23.6,14.9,,1997-07-01,Monsoon
Karnataka,Mysore,31.7,28.1,,1997-08-01,Monsoon
Karnataka,Mysore,32.5,27.4,,1997-08-01,Monsoon
Karnataka,Bangalore,25.2,18.1,,1997-08-01,Monsoon
Karnataka,Bangalore,21.7,14.2,,1997-08-01,Monsoon
Karnataka,Bangalore,22.4,14.0,,1997-08-01,Monsoon
Karnataka,Mysore,36.7,25.8,,1997-09-01,Monsoon
Karnataka,Mysore,35.0,24.8,,1997-09-01,Monsoon
Karnataka,Bangalore,31.4,19.4,,1997-09-01,Monsoon
Karnataka,Bangalore,20.2,13.8,,1997-09-01,Monsoon
Karnataka,Bangalore,20.7,14.1,,1997-09-01,Monsoon
Karnataka,Mysore,33.2,24.8,,1997-10-01,Monsoon
Karnataka,Mysore,36.3,26.8,,1997-10-01,Monsoon
Karnataka,Bangalore,27.4,24.4,,1997-10-01,Monsoon
Karnataka,Bangalore,26.5,23.5,,1997-10-01,Monsoon
Karnataka,Bangalore,25.2,21.7,,1997-10-01,Monsoon
Karnataka,Mysore,31.2,25.3,,1997-11-01,Winter
Karnataka,Mysore,29.4,23.2,,1997-11-01,Winter
Karnataka,Bangalore,25.8,28.3,,1997-11-01,Winter
Karnataka,Bangalore,29.2,23.1,,1997-11-01,Winter
Karnataka,Bangalore,29.2,24.1,,1997-11-01,Winter
Karnataka,Bangalore,39.1,29.0,,1997-12-01,Winter
Karnataka,Bangalore,37.2,30.1,,1997-12-01,Winter
Karnataka,Bangalore,35.5,30.0,,1997-12-01,Winter
Karnataka,Mysore,30.0,27.1,,1998-01-01,Winter
Karnataka,Mysore,31.3,27.3,,1998-01-01,Winter
Karnataka,Bangalore,28.2,21.6,,1998-01-01,Winter
Karnataka,Bangalore,30.1,20.7,,1998-01-01,Winter
Karnataka,Bangalore,25.2,21.4,,1998-01-01,Winter
Karnataka,Mysore,29.6,26.0,,1998-02-01,Winter
Karnataka,Mysore,30.3,26.7,,1998-02-01,Winter
Karnataka,Bangalore,29.0,24.7,,1998-02-01,Winter
Karnataka,Bangalore,30.5,20.4,,1998-02-01,Winter
Karnataka,Bangalore,34.8,19.2,,1998-02-01,Winter
Karnataka,Mysore,31.9,28.1,,1998-03-01,Summer
Karnataka,Mysore,34.5,29.8,,1998-03-01,Summer
Karnataka,Bangalore,32.8,21.7,,1998-03-01,Summer
Karnataka,Bangalore,31.5,18.0,,1998-03-01,Summer
Karnataka,Bangalore,29.1,17.4,,1998-03-01,Summer
Karnataka,Mysore,32.8,28.7,,1998-04-01,Summer
Karnataka,Mysore,35.3,30.5,,1998-04-01,Summer
Karnataka,Bangalore,37.3,22.5,,1998-04-01,Summer
Karnataka,Bangalore,36.9,22.1,,1998-04-01,Summer
Karnataka,Bangalore,31.1,20.0,,1998-04-01,Summer
Karnataka,Bangalore,39.6,24.8,,1998-05-01,Summer
Karnataka,Bangalore,39.4,23.1,,1998-05-01,Summer
Karnataka,Bangalore,30.7,20.3,,1998-05-01,Summer
Karnataka,Mysore,32.2,28.6,,1998-05-01,Summer
Karnataka,Mysore,36.2,32.2,,1998-05-01,Summer
Karnataka,Mysore,30.8,27.0,,1998-06-01,Monsoon
Karnataka,Mysore,32.9,28.9,,1998-06-01,Monsoon
Karnataka,Bangalore,40.0,31.3,,1998-06-01,Monsoon
Karnataka,Bangalore,34.3,24.7,,1998-06-01,Monsoon
Karnataka,Bangalore,32.8,23.7,,1998-06-01,Monsoon
Karnataka,Mysore,29.6,24.7,,1998-07-01,Monsoon
Karnataka,Mysore,32.3,27.7,,1998-07-01,Monsoon
Karnataka,Bangalore,39.5,29.1,,1998-07-01,Monsoon
Karnataka,Bangalore,36.9,25.9,,1998-07-01,Monsoon
Karnataka,Bangalore,30.6,20.9,,1998-07-01,Monsoon
Karnataka,Mysore,25.9,18.6,,1998-08-01,Monsoon
Karnataka,Mysore,29.1,27.9,,1998-08-01,Monsoon
Karnataka,Bangalore,40.6,32.5,,1998-08-01,Monsoon
Karnataka,Bangalore,37.9,29.0,,1998-08-01,Monsoon
Karnataka,Bangalore,34.7,21.9,,1998-08-01,Monsoon
Karnataka,Mysore,31.2,27.3,,1998-09-01,Monsoon
Karnataka,Mysore,28.8,21.6,,1998-09-01,Monsoon
Karnataka,Bangalore,43.1,30.0,,1998-09-01,Monsoon
Karnataka,Bangalore,37.1,25.7,,1998-09-01,Monsoon
Karnataka,Bangalore,34.4,26.6,,1998-09-01,Monsoon
Karnataka,Mysore,29.9,24.0,,1998-10-01,Monsoon
Karnataka,Mysore,30.7,26.8,,1998-10-01,Monsoon
Karnataka,Bangalore,44.8,26.9,,1998-10-01,Monsoon
Karnataka,Bangalore,42.2,26.4,,1998-10-01,Monsoon
Karnataka,Bangalore,32.4,21.6,,1998-10-01,Monsoon
Karnataka,Mysore,31.5,26.9,,1998-11-01,Winter
Karnataka,Mysore,32.6,28.5,,1998-11-01,Winter
Karnataka,Bangalore,45.5,32.8,,1998-11-01,Winter
Karnataka,Bangalore,43.3,30.0,,1998-11-01,Winter
Karnataka,Bangalore,36.1,22.7,,1998-11-01,Winter
Karnataka,Mysore,29.0,24.5,,1998-12-01,Winter
Karnataka,Mysore,32.7,28.9,,1998-12-01,Winter
Karnataka,Bangalore,43.9,22.7,,1998-12-01,Winter
Karnataka,Bangalore,75.1,41.8,,1998-12-01,Winter
Karnataka,Bangalore,47.4,30.6,,1998-12-01,Winter
Karnataka,Mysore,33.2,29.0,,1999-01-01,Winter
Karnataka,Mysore,32.5,28.9,,1999-01-01,Winter
Karnataka,Bangalore,29.6,22.4,,1999-01-01,Winter
Karnataka,Bangalore,33.4,24.2,,1999-01-01,Winter
Karnataka,Bangalore,35.4,35.9,,1999-01-01,Winter
Karnataka,Mysore,32.5,27.9,,1999-02-01,Winter
Karnataka,Mysore,33.9,29.8,,1999-02-01,Winter
Karnataka,Bangalore,32.7,19.7,,1999-02-01,Winter
Karnataka,Bangalore,31.7,27.3,,1999-02-01,Winter
Karnataka,Bangalore,39.0,30.3,,1999-02-01,Winter
Karnataka,Mysore,31.9,28.3,,1999-03-01,Summer
Karnataka,Mysore,31.8,27.8,,1999-03-01,Summer
Karnataka,Bangalore,32.8,20.4,,1999-03-01,Summer
Karnataka,Bangalore,40.2,27.4,,1999-03-01,Summer
Karnataka,Bangalore,44.2,29.7,,1999-03-01,Summer
Karnataka,Mysore,31.6,27.1,,1999-04-01,Summer
Karnataka,Mysore,33.2,30.1,,1999-04-01,Summer
Karnataka,Bangalore,21.2,15.1,,1999-04-01,Summer
Karnataka,Bangalore,39.4,25.2,,1999-04-01,Summer
Karnataka,Bangalore,34.3,29.7,,1999-04-01,Summer
Karnataka,Mysore,31.6,28.0,,1999-05-01,Summer
Karnataka,Mysore,32.8,27.8,,1999-05-01,Summer
Karnataka,Bangalore,30.5,24.5,,1999-05-01,Summer
Karnataka,Bangalore,38.5,24.7,,1999-05-01,Summer
Karnataka,Bangalore,46.9,37.7,,1999-05-01,Summer
Karnataka,Mysore,33.5,28.7,,1999-06-01,Monsoon
Karnataka,Mysore,30.3,26.7,,1999-06-01,Monsoon
Karnataka,Bangalore,33.4,23.0,,1999-06-01,Monsoon
Karnataka,Bangalore,38.4,24.7,,1999-06-01,Monsoon
Karnataka,Bangalore,51.3,47.2,,1999-06-01,Monsoon
Karnataka,Mysore,30.1,27.1,,1999-07-01,Monsoon
Karnataka,Mysore,29.3,24.8,,1999-07-01,Monsoon
Karnataka,Bangalore,33.6,19.3,,1999-07-01,Monsoon
Karnataka,Bangalore,37.7,21.4,,1999-07-01,Monsoon
Karnataka,Bangalore,41.7,28.9,,1999-07-01,Monsoon
Karnataka,Mysore,29.8,25.1,,1999-08-01,Monsoon
Karnataka,Mysore,29.3,26.3,,1999-08-01,Monsoon
Karnataka,Bangalore,26.2,15.6,,1999-08-01,Monsoon
Karnataka,Bangalore,29.9,19.4,,1999-08-01,Monsoon
Karnataka,Bangalore,35.9,32.5,,1999-08-01,Monsoon
Karnataka,Mysore,27.8,24.7,,1999-09-01,Monsoon
Karnataka,Mysore,29.6,25.4,,1999-09-01,Monsoon
Karnataka,Bangalore,43.2,16.9,,1999-09-01,Monsoon
Karnataka,Bangalore,29.1,22.7,,1999-09-01,Monsoon
Karnataka,Bangalore,52.6,38.5,,1999-09-01,Monsoon
Karnataka,Mysore,28.1,23.5,,1999-10-01,Monsoon
Karnataka,Mysore,28.7,26.1,,1999-10-01,Monsoon
Karnataka,Bangalore,35.7,25.1,,1999-10-01,Monsoon
Karnataka,Bangalore,46.5,31.5,,1999-10-01,Monsoon
Karnataka,Bangalore,42.7,32.4,,1999-10-01,Monsoon
Karnataka,Mysore,30.9,27.3,,1999-11-01,Winter
Karnataka,Mysore,31.0,26.1,,1999-11-01,Winter
Karnataka,Bangalore,34.2,23.1,,1999-11-01,Winter
Karnataka,Bangalore,42.7,29.7,,1999-11-01,Winter
Karnataka,Bangalore,51.7,38.5,,1999-11-01,Winter
Karnataka,Bangalore,29.6,19.6,,1999-12-01,Winter
Karnataka,Bangalore,36.1,22.8,,1999-12-01,Winter
Karnataka,Bangalore,44.1,43.1,,1999-12-01,Winter
Karnataka,Mysore,28.7,25.9,,2000-01-01,Winter
Karnataka,Mysore,32.9,27.8,,2000-01-01,Winter
Karnataka,Bangalore,11.4,29.4,,2000-01-01,Winter
Karnataka,Bangalore,20.9,46.5,,2000-01-01,Winter
Karnataka,Bangalore,21.6,79.7,,2000-01-01,Winter
Karnataka,Mysore,28.6,24.1,,2000-02-01,Winter
Karnataka,Mysore,29.9,27.0,,2000-02-01,Winter
Karnataka,Bangalore,10.9,32.9,,2000-02-01,Winter
Karnataka,Bangalore,11.6,51.1,,2000-02-01,Winter
Karnataka,Bangalore,10.5,70.9,,2000-02-01,Winter
Karnataka,Mysore,27.6,24.2,,2000-03-01,Summer
Karnataka,Mysore,31.4,26.9,,2000-03-01,Summer
Karnataka,Bangalore,10.9,54.7,,2000-03-01,Summer
Karnataka,Bangalore,14.1,46.9,,2000-03-01,Summer
Karnataka,Bangalore,20.0,79.1,,2000-03-01,Summer
Karnataka,Mysore,29.8,25.5,,2000-04-01,Summer
Karnataka,Mysore,30.5,27.5,,2000-04-01,Summer
Karnataka,Bangalore,10.8,32.1,,2000-04-01,Summer
Karnataka,Bangalore,8.8,58.9,,2000-04-01,Summer
Karnataka,Bangalore,14.4,72.1,,2000-04-01,Summer
Karnataka,Mysore,28.6,25.7,,2000-05-01,Summer
Karnataka,Mysore,30.9,26.4,,2000-05-01,Summer
Karnataka,Bangalore,11.4,22.8,,2000-05-01,Summer
Karnataka,Bangalore,10.4,29.7,,2000-05-01,Summer
Karnataka,Bangalore,12.8,49.2,,2000-05-01,Summer
Karnataka,Mysore,24.2,20.0,,2000-06-01,Monsoon
Karnataka,Mysore,26.0,24.9,,2000-06-01,Monsoon
Karnataka,Bangalore,14.5,18.1,,2000-06-01,Monsoon
Karnataka,Bangalore,9.6,28.7,,2000-06-01,Monsoon
Karnataka,Bangalore,13.1,33.8,,2000-06-01,Monsoon
Karnataka,Mysore,27.3,24.9,,2000-07-01,Monsoon
Karnataka,Mysore,30.4,26.1,,2000-07-01,Monsoon
Karnataka,Bangalore,12.5,12.0,,2000-07-01,Monsoon
Karnataka,Bangalore,10.1,16.1,,2000-07-01,Monsoon
Karnataka,Bangalore,12.6,38.6,,2000-07-01,Monsoon
Karnataka,Mysore,28.0,23.7,,2000-08-01,Monsoon
Karnataka,Mysore,25.7,22.9,,2000-08-01,Monsoon
Karnataka,Bangalore,25.2,21.9,,2000-08-01,Monsoon
Karnataka,Bangalore,38.1,48.5,,2000-08-01,Monsoon
Karnataka,Mysore,44.7,35.0,,2000-09-01,Monsoon
Karnataka,Mysore,46.2,36.3,,2000-09-01,Monsoon
Karnataka,Bangalore,30.5,19.0,,2000-09-01,Monsoon
Karnataka,Bangalore,25.8,28.5,,2000-09-01,Monsoon
Karnataka,Bangalore,43.1,71.8,,2000-09-01,Monsoon
Karnataka,Mysore,33.3,35.0,,2000-10-01,Monsoon
Karnataka,Mysore,32.1,23.8,,2000-10-01,Monsoon
Karnataka,Bangalore,28.5,17.5,,2000-10-01,Monsoon
Karnataka,Bangalore,28.7,26.0,,2000-10-01,Monsoon
Karnataka,Bangalore,31.3,38.9,,2000-10-01,Monsoon
Karnataka,Mysore,30.3,28.5,,2000-11-01,Winter
Karnataka,Mysore,27.6,35.3,,2000-11-01,Winter
Karnataka,Bangalore,21.9,33.8,,2000-11-01,Winter
Karnataka,Bangalore,26.7,40.4,,2000-11-01,Winter
Karnataka,Bangalore,32.5,73.6,,2000-11-01,Winter
Karnataka,Mysore,39.2,30.6,,2000-12-01,Winter
Karnataka,Mysore,27.6,30.9,,2000-12-01,Winter
Karnataka,Bangalore,32.1,38.0,,2000-12-01,Winter
Karnataka,Bangalore,33.4,35.6,,2000-12-01,Winter
Karnataka,Bangalore,39.7,43.9,,2000-12-01,Winter
Karnataka,Mysore,26.9,35.4,,2001-01-01,Winter
Karnataka,Mysore,25.5,25.8,,2001-02-01,Winter
Karnataka,Mysore,27.8,32.6,,2001-03-01,Summer
Karnataka,Mysore,25.8,33.6,,2001-04-01,Summer
Karnataka,Mysore,29.2,32.5,,2001-05-01,Summer
Karnataka,Mysore,26.7,34.3,,2001-06-01,Monsoon
Karnataka,Mysore,15.5,30.4,,2001-09-01,Monsoon
Karnataka,Mysore,14.3,29.3,,2001-10-01,Monsoon
Karnataka,Mysore,14.9,28.5,,2001-11-01,Winter
Karnataka,Mysore,14.4,28.8,,2001-12-01,Winter
Karnataka,Mysore,27.5,35.0,,2001-01-01,Winter
Karnataka,Mysore,28.3,34.8,,2001-02-01,Winter
Karnataka,Mysore,29.9,29.2,,2001-03-01,Summer
Karnataka,Mysore,27.1,30.1,,2001-04-01,Summer
Karnataka,Mysore,28.4,30.4,,2001-05-01,Summer
Karnataka,Mysore,28.2,34.2,,2001-06-01,Monsoon
Karnataka,Mysore,16.3,28.9,,2001-09-01,Monsoon
Karnataka,Mysore,14.8,27.3,,2001-10-01,Monsoon
Karnataka,Mysore,16.1,27.1,,2001-11-01,Winter
Karnataka,Mysore,16.6,29.2,,2001-12-01,Winter
Karnataka,Bangalore,42.0,27.7,,2001-01-01,Winter
Karnataka,Bangalore,39.7,26.7,,2001-02-01,Winter
Karnataka,Bangalore,46.8,23.7,,2001-03-01,Summer
Karnataka,Bangalore,15.7,12.7,,2001-04-01,Summer
Karnataka,Bangalore,9.1,8.5,,2001-05-01,Summer
Karnataka,Bangalore,9.2,9.8,,2001-06-01,Monsoon
Karnataka,Bangalore,6.1,8.3,,2001-07-01,Monsoon
Karnataka,Bangalore,10.0,8.9,,2001-08-01,Monsoon
Karnataka,Bangalore,8.8,12.9,,2001-09-01,Monsoon
Karnataka,Bangalore,9.0,17.3,,2001-10-01,Monsoon
Karnataka,Bangalore,9.4,20.6,,2001-11-01,Winter
Karnataka,Bangalore,21.0,23.9,,2001-12-01,Winter
Karnataka,Bangalore,46.4,37.7,,2001-01-01,Winter
Karnataka,Bangalore,39.4,37.7,,2001-02-01,Winter
Karnataka,Bangalore,50.5,31.4,,2001-03-01,Summer
Karnataka,Bangalore,16.2,32.6,,2001-04-01,Summer
Karnataka,Bangalore,12.9,31.9,,2001-05-01,Summer
Karnataka,Bangalore,9.6,39.4,,2001-06-01,Monsoon
Karnataka,Bangalore,7.4,24.7,,2001-07-01,Monsoon
Karnataka,Bangalore,8.2,17.1,,2001-08-01,Monsoon
Karnataka,Bangalore,9.0,21.4,,2001-09-01,Monsoon
Karnataka,Bangalore,7.1,16.8,,2001-10-01,Monsoon
Karnataka,Bangalore,9.0,18.7,,2001-11-01,Winter
Karnataka,Bangalore,15.3,20.1,,2001-12-01,Winter
Karnataka,Bangalore,40.8,43.4,,2001-01-01,Winter
Karnataka,Bangalore,47.4,41.3,,2001-02-01,Winter
Karnataka,Bangalore,61.0,35.0,,2001-03-01,Summer
Karnataka,Bangalore,20.2,18.8,,2001-04-01,Summer
Karnataka,Bangalore,13.6,19.4,,2001-05-01,Summer
Karnataka,Bangalore,9.7,18.6,,2001-06-01,Monsoon
Karnataka,Bangalore,8.6,13.3,,2001-07-01,Monsoon
Karnataka,Bangalore,9.1,18.6,,2001-08-01,Monsoon
Karnataka,Bangalore,8.6,23.4,,2001-09-01,Monsoon
Karnataka,Bangalore,7.7,19.8,,2001-10-01,Monsoon
Karnataka,Bangalore,9.4,19.4,,2001-11-01,Winter
Karnataka,Bangalore,17.8,30.0,,2001-12-01,Winter
Karnataka,Bangalore,18.7,23.7,,2002-01-01,Winter
Karnataka,Bangalore,12.9,28.1,,2002-02-01,Winter
Karnataka,Bangalore,11.9,27.1,,2002-03-01,Summer
Karnataka,Bangalore,14.3,31.0,,2002-04-01,Summer
Karnataka,Bangalore,13.1,28.6,,2002-05-01,Summer
Karnataka,Bangalore,29.1,24.2,,2002-06-01,Monsoon
Karnataka,Bangalore,35.6,13.3,,2002-07-01,Monsoon
Karnataka,Bangalore,15.0,6.0,,2002-08-01,Monsoon
Karnataka,Bangalore,12.4,8.1,,2002-09-01,Monsoon
Karnataka,Bangalore,12.9,10.7,,2002-10-01,Monsoon
Karnataka,Bangalore,12.3,17.1,,2002-11-01,Winter
Karnataka,Bangalore,11.2,16.5,,2002-12-01,Winter
Karnataka,Bangalore,11.4,21.9,,2002-01-01,Winter
Karnataka,Bangalore,12.4,25.8,,2002-02-01,Winter
Karnataka,Bangalore,11.0,27.9,,2002-03-01,Summer
Karnataka,Bangalore,12.8,29.4,,2002-04-01,Summer
Karnataka,Bangalore,11.8,26.9,,2002-05-01,Summer
Karnataka,Bangalore,12.8,26.4,,2002-06-01,Monsoon
Karnataka,Bangalore,12.5,17.3,,2002-07-01,Monsoon
Karnataka,Bangalore,8.1,18.9,,2002-08-01,Monsoon
Karnataka,Bangalore,5.8,20.7,,2002-09-01,Monsoon
Karnataka,Bangalore,19.7,26.1,,2002-10-01,Monsoon
Karnataka,Bangalore,15.4,26.0,,2002-11-01,Winter
Karnataka,Bangalore,11.2,53.7,,2002-12-01,Winter
Karnataka,Bangalore,11.2,29.0,,2002-01-01,Winter
Karnataka,Bangalore,11.9,25.9,,2002-02-01,Winter
Karnataka,Bangalore,12.1,28.0,,2002-03-01,Summer
Karnataka,Bangalore,12.6,29.0,,2002-04-01,Summer
Karnataka,Bangalore,11.9,25.3,,2002-05-01,Summer
Karnataka,Bangalore,10.2,24.3,,2002-06-01,Monsoon
Karnataka,Bangalore,9.9,18.5,,2002-07-01,Monsoon
Karnataka,Bangalore,10.6,24.1,,2002-08-01,Monsoon
Karnataka,Bangalore,10.8,24.8,,2002-09-01,Monsoon
Karnataka,Bangalore,15.8,25.3,,2002-10-01,Monsoon
Karnataka,Bangalore,9.6,49.7,,2002-11-01,Winter
Karnataka,Bangalore,6.2,52.4,,2002-12-01,Winter
Karnataka,Mysore,15.7,27.8,,2002-01-01,Winter
Karnataka,Mysore,15.3,27.0,,2002-02-01,Winter
Karnataka,Mysore,14.4,26.4,,2002-03-01,Summer
Karnataka,Mysore,23.4,27.6,,2002-04-01,Summer
Karnataka,Mysore,22.0,27.9,,2002-05-01,Summer
Karnataka,Mysore,24.6,28.6,,2002-06-01,Monsoon
Karnataka,Mysore,23.0,29.2,,2002-07-01,Monsoon
Karnataka,Mysore,22.9,27.6,,2002-08-01,Monsoon
Karnataka,Mysore,22.0,26.8,,2002-09-01,Monsoon
Karnataka,Mysore,20.3,26.0,,2002-10-01,Monsoon
Karnataka,Mysore,21.1,27.1,,2002-11-01,Winter
Karnataka,Mysore,18.4,26.1,,2002-12-01,Winter
Karnataka,Mysore,18.2,29.2,,2002-01-01,Winter
Karnataka,Mysore,14.8,26.9,,2002-02-01,Winter
Karnataka,Mysore,14.7,26.5,,2002-03-01,Summer
Karnataka,Mysore,23.3,29.8,,2002-04-01,Summer
Karnataka,Mysore,24.3,29.0,,2002-05-01,Summer
Karnataka,Mysore,22.1,28.1,,2002-06-01,Monsoon
Karnataka,Mysore,23.5,29.0,,2002-07-01,Monsoon
Karnataka,Mysore,19.8,28.9,,2002-08-01,Monsoon
Karnataka,Mysore,22.1,28.6,,2002-09-01,Monsoon
Karnataka,Mysore,20.0,26.6,,2002-10-01,Monsoon
Karnataka,Mysore,22.2,25.8,,2002-11-01,Winter
Karnataka,Mysore,19.1,25.5,,2002-12-01,Winter
Karnataka,Bangalore,5.0,58.0,33.5,2004-02-01,Winter
Karnataka,Bangalore,12.0,52.0,51.67,2004-06-01,Monsoon
Karnataka,Bangalore,11.0,53.0,96.0,2004-08-01,Monsoon
Karnataka,Bangalore,6.0,15.0,42.33,2004-09-01,Monsoon
Karnataka,Bangalore,7.0,60.0,63.33,2004-12-01,Winter
Karnataka,Bangalore,5.0,59.0,40.33,2004-01-14,Winter
Karnataka,Bangalore,6.0,44.0,43.0,2004-01-17,Winter
Karnataka,Bangalore,7.0,44.0,36.33,2004-01-20,Winter
Karnataka,Bangalore,6.0,39.0,35.67,2004-01-22,Winter
Karnataka,Bangalore,5.0,60.0,48.0,2004-01-27,Winter
Karnataka,Bangalore,5.0,39.0,63.0,2004-01-29,Winter
Karnataka,Bangalore,9.0,45.0,68.67,2004-06-02,Monsoon
Karnataka,Bangalore,9.0,70.0,52.33,2004-07-02,Monsoon
Karnataka,Bangalore,7.0,56.0,68.0,2004-08-02,Monsoon
Karnataka,Bangalore,10.0,52.0,64.33,2004-11-02,Winter
Karnataka,Bangalore,5.0,67.0,63.0,2004-02-16,Winter
Karnataka,Bangalore,5.0,59.0,61.0,2004-02-19,Winter
Karnataka,Bangalore,6.0,82.0,80.67,2004-02-25,Winter
Karnataka,Bangalore,8.0,55.0,87.67,2004-09-03,Monsoon
Karnataka,Bangalore,15.0,49.0,100.0,2004-03-16,Summer
Karnataka,Bangalore,5.0,91.0,98.33,2004-03-19,Summer
Karnataka,Bangalore,6.0,45.0,77.0,2004-03-22,Summer
Karnataka,Bangalore,14.0,51.0,179.0,2004-03-24,Summer
Karnataka,Bangalore,9.0,48.0,168.67,2004-03-26,Summer
Karnataka,Bangalore,6.0,34.0,184.0,2004-03-29,Summer
Karnataka,Bangalore,93.0,47.0,188.67,2004-01-04,Winter
Karnataka,Bangalore,6.0,52.0,46.33,2004-02-04,Winter
Karnataka,Bangalore,7.0,78.0,135.0,2004-05-04,Summer
Karnataka,Bangalore,10.0,33.0,42.67,2004-06-04,Monsoon
Karnataka,Bangalore,7.0,69.0,184.67,2004-07-04,Monsoon
Karnataka,Bangalore,6.0,64.0,52.33,2004-08-04,Monsoon
Karnataka,Bangalore,8.0,63.0,61.67,2004-10-04,Monsoon
Karnataka,Bangalore,7.0,54.0,74.0,2004-11-04,Winter
Karnataka,Bangalore,7.0,56.0,184.5,2004-04-13,Summer
Karnataka,Bangalore,8.0,69.0,180.67,2004-04-16,Summer
Karnataka,Bangalore,6.0,66.0,131.0,2004-04-21,Summer
Karnataka,Bangalore,7.0,64.0,160.5,2004-04-24,Summer
Karnataka,Bangalore,6.0,62.0,136.67,2004-04-27,Summer
Karnataka,Bangalore,7.0,58.0,123.0,2004-04-29,Summer
Karnataka,Bangalore,6.0,58.0,49.0,2004-05-05,Summer
Karnataka,Bangalore,6.0,55.0,63.0,2004-05-15,Summer
Karnataka,Bangalore,9.0,45.0,53.33,2004-05-18,Summer
Karnataka,Bangalore,11.0,32.0,86.67,2004-05-21,Summer
Karnataka,Bangalore,8.0,28.0,68.67,2004-05-25,Summer
Karnataka,Bangalore,7.0,40.0,53.33,2004-05-28,Summer
Karnataka,Bangalore,8.0,49.0,61.67,2004-05-31,Summer
Karnataka,Bangalore,6.0,59.0,63.67,2004-02-06,Winter
Karnataka,Bangalore,7.0,53.0,92.0,2004-07-06,Monsoon
Karnataka,Bangalore,7.0,49.0,36.33,2004-10-06,Monsoon
Karnataka,Bangalore,6.0,44.0,85.67,2004-12-06,Winter
Karnataka,Bangalore,10.0,48.0,32.67,2004-06-16,Monsoon
