country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","17-01-2026 18:00:00",13.204880,79.097889,NH3,5,6,5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","17-01-2026 18:00:00",14.465052,78.824187,PM2.5,42,79,63
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","17-01-2026 18:00:00",14.465052,78.824187,SO2,11,19,18
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","17-01-2026 18:00:00",14.465052,78.824187,OZONE,20,23,21
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","17-01-2026 18:00:00",13.67,79.35,PM2.5,74,233,133
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","17-01-2026 18:00:00",13.67,79.35,PM10,60,118,95
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","17-01-2026 18:00:00",13.67,79.35,CO,17,47,26
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","17-01-2026 18:00:00",13.615387,79.409230,PM2.5,72,75,73
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","17-01-2026 18:00:00",13.615387,79.409230,PM10,86,91,88
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","17-01-2026 18:00:00",13.615387,79.409230,SO2,15,16,15
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","17-01-2026 18:00:00",26.63086,84.90051,CO,15,44,20
India,Bihar,Munger,"Town Hall, Munger - BSPCB","17-01-2026 18:00:00",25.376776,86.471523,SO2,39,87,54
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","17-01-2026 18:00:00",26.1403345,85.3650192,NH3,2,2,2
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","17-01-2026 18:00:00",26.1403345,85.3650192,SO2,12,13,13
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","17-01-2026 18:00:00",25.586562,85.043586,NO2,31,115,54
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","17-01-2026 18:00:00",25.586562,85.043586,SO2,4,9,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","17-01-2026 18:00:00",25.586562,85.043586,CO,18,120,34
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","17-01-2026 18:00:00",25.586562,85.043586,OZONE,4,39,34
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","17-01-2026 18:00:00",25.592539,85.227158,PM2.5,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","17-01-2026 18:00:00",26.071318,91.87488,PM10,72,144,97
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","17-01-2026 18:00:00",26.10887,91.589544,PM2.5,53,147,97
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","17-01-2026 18:00:00",26.10887,91.589544,CO,20,66,33
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","17-01-2026 18:00:00",26.181742,91.78063,PM10,73,309,174
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","17-01-2026 18:00:00",26.349082,92.68449,NO2,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","17-01-2026 18:00:00",26.349082,92.68449,NH3,1,4,4
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","17-01-2026 18:00:00",26.349082,92.68449,OZONE,8,20,12
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","17-01-2026 18:00:00",25.204762,85.514960,OZONE,1,12,2
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","17-01-2026 18:00:00",25.7808257,84.7446768,PM2.5,53,130,77
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","17-01-2026 18:00:00",25.7808257,84.7446768,CO,38,64,47
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","17-01-2026 18:00:00",24.7955,84.9994,SO2,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","17-01-2026 18:00:00",24.792403,84.992416,NO2,2,7,4
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","17-01-2026 18:00:00",24.792403,84.992416,OZONE,1,80,50
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","17-01-2026 18:00:00",25.697189,85.245900,NH3,4,11,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","17-01-2026 18:00:00",25.697189,85.245900,SO2,6,9,7
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","17-01-2026 18:00:00",26.0881305,87.93840336,OZONE,14,20,17
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","17-01-2026 18:00:00",27.308328,84.531742,NO2,4,13,7
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","17-01-2026 18:00:00",26.63086,84.90051,PM10,29,206,132
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","17-01-2026 18:00:00",16.536107,80.594233,SO2,18,18,18
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","17-01-2026 18:00:00",16.536107,80.594233,OZONE,6,36,33
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","17-01-2026 18:00:00",16.509717,80.612222,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","17-01-2026 18:00:00",16.554731,80.649110,CO,16,36,30
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","17-01-2026 18:00:00",17.72,83.3,OZONE,4,107,91
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","17-01-2026 18:00:00",25.592539,85.227158,CO,2,105,31
India,Bihar,Patna,"Muradpur, Patna - BSPCB","17-01-2026 18:00:00",25.619651,85.147382,OZONE,4,16,14
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","17-01-2026 18:00:00",25.599486,85.113666,PM2.5,92,242,169
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","17-01-2026 18:00:00",25.599486,85.113666,PM10,77,175,130
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","17-01-2026 18:00:00",25.366336,87.117468,PM10,71,109,91
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","17-01-2026 18:00:00",24.75746,84.366208,SO2,1,18,10
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","17-01-2026 18:00:00",24.75746,84.366208,OZONE,8,104,64
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","17-01-2026 18:00:00",25.42742023,86.13886079,OZONE,3,9,6
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","17-01-2026 18:00:00",26.80365,84.51954,OZONE,22,24,23
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","17-01-2026 18:00:00",26.446912,91.439057,NO2,13,15,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA","17-01-2026 18:00:00",24.82827,92.79525,OZONE,2,6,3
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","17-01-2026 18:00:00",25.5626095,84.663264,PM10,72,127,108
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","17-01-2026 18:00:00",25.5626095,84.663264,NO2,2,9,7
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","17-01-2026 18:00:00",16.5150833,80.5181667,NO2,20,73,35
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","17-01-2026 18:00:00",16.5150833,80.5181667,CO,1,22,4
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","17-01-2026 18:00:00",14.675886,77.593027,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","17-01-2026 18:00:00",14.675886,77.593027,CO,22,30,24
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","17-01-2026 18:00:00",14.675886,77.593027,OZONE,7,30,27
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","17-01-2026 18:00:00",28.656756,77.227234,NH3,13,27,19
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","17-01-2026 18:00:00",28.656756,77.227234,SO2,8,40,27
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","17-01-2026 18:00:00",28.656756,77.227234,CO,134,192,150
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","17-01-2026 18:00:00",28.656756,77.227234,OZONE,1,134,77
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","17-01-2026 18:00:00",28.498571,77.264840,NH3,10,17,14
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","17-01-2026 18:00:00",28.498571,77.264840,SO2,10,18,12
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","17-01-2026 18:00:00",28.5710274,77.0719006,PM10,276,500,432
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","17-01-2026 18:00:00",28.5710274,77.0719006,NO2,56,227,120
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","17-01-2026 18:00:00",28.5627763,77.1180053,PM2.5,232,458,369
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","17-01-2026 18:00:00",28.5627763,77.1180053,PM10,191,481,385
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","17-01-2026 18:00:00",21.224231,81.408350,PM2.5,12,302,95
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","17-01-2026 18:00:00",21.224231,81.408350,NO2,31,98,70
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","17-01-2026 18:00:00",21.224231,81.408350,CO,10,111,30
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","17-01-2026 18:00:00",22.08815,82.13737,PM10,35,114,71
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","17-01-2026 18:00:00",22.08815,82.13737,CO,32,86,42
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","17-01-2026 18:00:00",22.118125,83.140608,OZONE,47,50,48
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","17-01-2026 18:00:00",22.348441,82.549611,PM2.5,15,183,58
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","17-01-2026 18:00:00",22.348441,82.549611,CO,12,76,15
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","17-01-2026 18:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","17-01-2026 18:00:00",21.371751,81.664929,PM10,70,161,118
India,Delhi,Delhi,"Alipur, Delhi - DPCC","17-01-2026 18:00:00",28.815329,77.153010,NO2,41,64,52
India,Delhi,Delhi,"Alipur, Delhi - DPCC","17-01-2026 18:00:00",28.815329,77.153010,NH3,19,24,22
India,Delhi,Delhi,"Alipur, Delhi - DPCC","17-01-2026 18:00:00",28.815329,77.153010,CO,71,102,90
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.647622,77.3158090,PM10,414,500,471
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.647622,77.3158090,NH3,6,9,8
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.695381,77.181665,PM10,221,500,440
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.695381,77.181665,SO2,12,23,17
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","17-01-2026 18:00:00",28.4706914,77.1099364,CO,46,161,78
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","17-01-2026 18:00:00",28.4706914,77.1099364,OZONE,7,104,69
India,Delhi,Delhi,"Bawana, Delhi - DPCC","17-01-2026 18:00:00",28.776200,77.051074,NO2,16,73,43
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","17-01-2026 18:00:00",28.5512005,77.2735737,PM2.5,156,498,353
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","17-01-2026 18:00:00",28.5512005,77.2735737,OZONE,9,112,61
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","17-01-2026 18:00:00",28.542460,77.191651,PM10,156,464,358
India,Delhi,Delhi,"ITO, Delhi - CPCB","17-01-2026 18:00:00",28.628624,77.241060,PM10,138,445,301
India,Delhi,Delhi,"ITO, Delhi - CPCB","17-01-2026 18:00:00",28.628624,77.241060,SO2,11,27,17
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","17-01-2026 18:00:00",28.732820,77.170633,NH3,16,33,28
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","17-01-2026 18:00:00",28.580280,77.233829,SO2,10,39,25
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","17-01-2026 18:00:00",28.5918245,77.2273074,PM10,163,435,317
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","17-01-2026 18:00:00",30.751462,76.762879,PM10,94,490,166
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","17-01-2026 18:00:00",30.719859,76.738637,PM10,66,316,139
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","17-01-2026 18:00:00",30.719859,76.738637,CO,22,136,48
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","17-01-2026 18:00:00",30.719859,76.738637,OZONE,1,72,44
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","17-01-2026 18:00:00",21.194815,81.314770,NH3,4,7,6
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","17-01-2026 18:00:00",21.194815,81.314770,SO2,6,9,8
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","17-01-2026 18:00:00",25.03280,85.41948,OZONE,27,35,32
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","17-01-2026 18:00:00",25.892357,86.590325,NO2,5,8,7
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","17-01-2026 18:00:00",24.952822,84.002396,NO2,2,2,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","17-01-2026 18:00:00",26.2271665,84.3570427,SO2,8,8,8
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","17-01-2026 18:00:00",26.2271665,84.3570427,OZONE,13,14,14
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","17-01-2026 18:00:00",22.126650,83.483212,PM10,34,406,145
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","17-01-2026 18:00:00",22.1910172,83.5197009,OZONE,5,94,93
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","17-01-2026 18:00:00",21.258815,81.578979,NO2,46,62,51
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","17-01-2026 18:00:00",21.219665,81.630094,SO2,4,27,7
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","17-01-2026 18:00:00",28.5918245,77.2273074,OZONE,9,92,55
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","17-01-2026 18:00:00",28.636429,77.201067,NH3,7,23,14
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","17-01-2026 18:00:00",28.636429,77.201067,CO,38,149,63
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","17-01-2026 18:00:00",28.636429,77.201067,OZONE,7,197,59
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","17-01-2026 18:00:00",23.243639,72.68994,OZONE,2,45,36
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","17-01-2026 18:00:00",23.221714,72.654328,PM2.5,70,259,155
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","17-01-2026 18:00:00",23.221714,72.654328,NO2,32,79,47
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","17-01-2026 18:00:00",23.221714,72.654328,NH3,2,6,4
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","17-01-2026 18:00:00",23.221714,72.654328,OZONE,3,82,62
India,Gujarat,Surat,"Science Center, Surat - SMC","17-01-2026 18:00:00",21.170046,72.795405,NO2,16,16,16
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","17-01-2026 18:00:00",20.362421,72.918013,PM2.5,39,203,93
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","17-01-2026 18:00:00",22.969611,72.643500,PM2.5,75,357,209
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","17-01-2026 18:00:00",22.969611,72.643500,NO2,62,87,74
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","17-01-2026 18:00:00",30.379589,76.778328,PM2.5,84,207,138
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","17-01-2026 18:00:00",30.379589,76.778328,NO2,20,26,22
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","17-01-2026 18:00:00",30.379589,76.778328,NH3,8,11,10
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","17-01-2026 18:00:00",28.422681,77.148944,OZONE,10,16,14
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","17-01-2026 18:00:00",28.4227,77.0667,PM10,174,500,359
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","17-01-2026 18:00:00",28.4227,77.0667,NO2,1,1,1
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","17-01-2026 18:00:00",28.4227,77.0667,NH3,8,9,8
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","17-01-2026 18:00:00",28.4501238,77.0263051,PM2.5,353,500,442
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","17-01-2026 18:00:00",28.4501238,77.0263051,PM10,284,500,438
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","17-01-2026 18:00:00",28.4501238,77.0263051,SO2,2,7,5
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","17-01-2026 18:00:00",29.140560,75.744941,SO2,8,14,11
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","17-01-2026 18:00:00",29.140560,75.744941,CO,28,70,36
India,Haryana,Jind,"Police Lines, Jind - HSPCB","17-01-2026 18:00:00",29.307814,76.337619,NO2,35,48,41
India,Haryana,Jind,"Police Lines, Jind - HSPCB","17-01-2026 18:00:00",29.307814,76.337619,NH3,1,3,2
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","17-01-2026 18:00:00",28.6701,76.9254,NH3,12,13,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","17-01-2026 18:00:00",28.6701,76.9254,SO2,7,7,7
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","17-01-2026 18:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","17-01-2026 18:00:00",28.3419248,77.319699,CO,15,134,38
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","17-01-2026 18:00:00",28.593883,76.270653,CO,6,25,14
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","17-01-2026 18:00:00",28.206800,76.799700,PM10,127,496,339
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","17-01-2026 18:00:00",28.206800,76.799700,SO2,1,3,1
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","17-01-2026 18:00:00",28.206800,76.799700,CO,40,101,59
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","17-01-2026 18:00:00",28.39072,77.30059,PM10,167,181,173
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","17-01-2026 18:00:00",28.39072,77.30059,CO,10,14,12
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","17-01-2026 18:00:00",28.376058,77.315741,PM10,134,451,236
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","17-01-2026 18:00:00",28.376058,77.315741,CO,10,108,19
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","17-01-2026 18:00:00",28.4417,77.3217,PM2.5,221,226,222
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","17-01-2026 18:00:00",28.4417,77.3217,OZONE,17,19,18
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","17-01-2026 18:00:00",29.503664,75.467934,NO2,18,21,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","17-01-2026 18:00:00",29.503664,75.467934,CO,25,36,28
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","17-01-2026 18:00:00",28.422681,77.148944,PM2.5,207,427,338
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","17-01-2026 18:00:00",28.422681,77.148944,NO2,17,65,37
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","17-01-2026 18:00:00",23.107969,72.574648,SO2,8,21,13
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","17-01-2026 18:00:00",22.977134,72.553024,PM2.5,76,213,147
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","17-01-2026 18:00:00",23.002657,72.591912,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","17-01-2026 18:00:00",23.002657,72.591912,OZONE,31,105,93
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","17-01-2026 18:00:00",23.016834,72.625775,PM2.5,93,311,186
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","17-01-2026 18:00:00",23.016834,72.625775,NH3,6,15,8
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","17-01-2026 18:00:00",23.016834,72.625775,OZONE,1,79,64
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","17-01-2026 18:00:00",23.041137,72.456691,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","17-01-2026 18:00:00",23.041137,72.456691,PM10,100,181,155
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","17-01-2026 18:00:00",23.041137,72.456691,NO2,15,46,32
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","17-01-2026 18:00:00",28.6514781,77.1473105,SO2,2,25,6
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","17-01-2026 18:00:00",28.5504249,77.2159377,PM2.5,273,500,445
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","17-01-2026 18:00:00",28.5504249,77.2159377,PM10,275,500,439
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.710508,77.249485,SO2,7,25,13
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.710508,77.249485,OZONE,6,309,168
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","17-01-2026 18:00:00",28.531346,77.190156,NH3,4,11,6
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.672342,77.315260,PM2.5,373,500,458
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.672342,77.315260,PM10,258,500,430
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.672342,77.315260,NH3,13,20,16
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","17-01-2026 18:00:00",28.672342,77.315260,OZONE,2,233,100
India,Delhi,Delhi,"Narela, Delhi - DPCC","17-01-2026 18:00:00",28.822836,77.101981,PM2.5,253,468,384
India,Delhi,Delhi,"Narela, Delhi - DPCC","17-01-2026 18:00:00",28.822836,77.101981,PM10,159,452,327
India,Delhi,Delhi,"Narela, Delhi - DPCC","17-01-2026 18:00:00",28.822836,77.101981,CO,37,109,57
India,Delhi,Delhi,"Narela, Delhi - DPCC","17-01-2026 18:00:00",28.822836,77.101981,OZONE,3,149,82
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","17-01-2026 18:00:00",28.6573814,77.1585447,PM2.5,261,500,439
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","17-01-2026 18:00:00",28.6573814,77.1585447,OZONE,3,157,79
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","17-01-2026 18:00:00",28.623763,77.287209,NO2,38,169,98
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","17-01-2026 18:00:00",28.623763,77.287209,CO,30,174,64
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","17-01-2026 18:00:00",28.674045,77.131023,NO2,29,116,67
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","17-01-2026 18:00:00",23.041137,72.456691,OZONE,1,62,50
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","17-01-2026 18:00:00",23.023389,72.515201,OZONE,1,49,36
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","17-01-2026 18:00:00",23.076793,72.627874,PM10,104,175,131
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","17-01-2026 18:00:00",23.076793,72.627874,CO,9,69,17
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","17-01-2026 18:00:00",21.613267,73.010555,PM2.5,48,203,135
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","17-01-2026 18:00:00",23.243639,72.68994,NH3,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD","17-01-2026 18:00:00",28.636110,77.173332,CO,110,187,126
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","17-01-2026 18:00:00",12.889250,74.853000,NH3,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","17-01-2026 18:00:00",12.889250,74.853000,OZONE,25,25,25
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","17-01-2026 18:00:00",12.21041,76.37376,CO,14,73,17
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","17-01-2026 18:00:00",12.733409,77.298051,CO,7,44,22
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2026 18:00:00",13.940000,75.555917,SO2,4,5,4
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2026 18:00:00",13.940000,75.555917,CO,10,27,16
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2026 18:00:00",13.940000,75.555917,OZONE,2,70,64
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","17-01-2026 18:00:00",16.802639,75.722694,PM2.5,30,31,30
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","17-01-2026 18:00:00",16.802639,75.722694,PM10,61,62,62
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","17-01-2026 18:00:00",14.475800,75.905200,NO2,24,35,29
